segLength,misfit_KS_deg,misfit_NW_deg
1,10.6194479117435,63.9910866174045
1,5.81784311647036,61.1545579917383
1,51.0934074593366,49.0924234759168
1,48.1225893169603,49.2742331579774
1,16.4252879445498,52.4576655030332
1,4.88264151259767,59.8738678780661
1,54.1463876247308,25.4188577968533
1,50.6142887977012,59.0627472332352
1,50.3931736853445,69.7657535288008
1,12.4496117703304,55.651124371653
1,4.58227612898196,7.92266553182257
1,55.1604185764854,54.5859811733115
1,2.20673242065656,68.9757579271609
1,52.6191219834177,59.891501384495
1,2.40012815658658,6.95291267260989
1,50.2054123692191,51.1485532085237
1,9.59254918573214,11.4256602826911
1,50.3153063819332,49.2111314549115
1,10.9837890791093,57.5012363272804
1,50.1735139538676,62.5896749184132
1,13.9302233343222,66.7636480286279
1,50.0542880821296,4.68427087148128
1,12.0422700654374,62.9348701862055
1,49.000487841142,58.2303001256567
1,6.81683592996801,8.1044111918092
1,46.9021857968024,47.5102140624371
1,54.9121532703742,50.328586640344
1,22.815077906915,33.2088311572781
1,6.58510949352335,58.4444445107304
1,15.8179768295504,59.7248007357372
1,11.0602558903936,11.9573434699663
1,8.93493202045439,64.9144781202711
1,12.9977515139499,18.6273693390208
1,6.39074805141965,20.18466905066
1,19.4165155785091,52.1770255803357
1,12.6069718231788,54.1374977080275
1,3.65400150103516,61.9118274311829
1,32.6489753655678,35.2296211668146
1,10.5803691430466,54.1062735871901
1,58.4421624984963,48.6343155607697
1,51.565253706014,49.9294505120464
1,12.0422700654374,62.9348701862055
1,6.47241404185601,55.269382980019
1,46.9391965068631,47.4283573128101
1,13.1580719058191,69.2061058415294
1,8.63415075555448,65.0103967294735
1,51.439844306597,57.6750070432262
1,51.3486600299914,49.0206208375401
1,50.3074743379502,51.5964255587055
1,50.1735139538676,62.5896749184132
1,13.9302233343222,66.7636480286279
1,49.7124219787674,49.9451300631734
1,17.0898101455944,52.0115283109828
1,12.0422700654374,62.9348701862055
1,12.0422700654374,62.9348701862055
1,14.8691545818383,18.5345660802266
1,49.000487841142,58.2303001256567
1,54.7331305192953,50.1921161373119
1,23.0784750284482,33.0371922715998
1,5.32851253472063,59.2552675022624
1,7.22411066178694,58.7373419628832
1,6.49148231370224,61.1515222613226
1,4.88264151259767,59.8738678780661
1,51.2041156065009,57.384795861454
1,12.3823374499465,18.2913277934526
1,51.362724961631,57.300205811802
1,4.36354378820011,7.88968254545838
1,56.016931733914,53.6819199207025
1,6.09293785197698,19.7431428061669
1,52.6191219834177,59.891501384495
1,2.78415803638969,52.1832804866249
1,10.2136622506412,11.9442411883154
1,50.6780407865465,48.5653800898662
1,49.8704288126809,51.8672062914979
1,50.0487420464476,62.1427707726908
1,49.521242937075,49.7467290567716
1,11.9241632086856,7.59883313242519
1,14.8691545818383,18.5345660802266
1,23.2029613925943,71.9079483199694
1,6.66022947792094,59.0227485714512
1,10.105937488238,54.3908663590616
1,12.3823374499465,18.2913277934526
1,4.36354378820011,7.88968254545838
1,6.50071368350701,19.7656071493409
1,49.7892754947151,51.8375443020141
1,3.70787810570033,61.9659044456203
1,52.7604679663917,14.1715919926193
1,47.7225385188466,17.9045395467856
1,32.6489753655678,35.2296211668146
1,51.582116194653,50.9550584787339
1,54.688039439581,50.1986731841189
1,5.39975867159886,58.930300453545
1,4.88264151259767,59.8738678780661
1,13.4858424347933,52.4756798313236
1,50.9894692614739,57.7210541822082
1,9.44843632533829,48.50777011977
1,49.9209693225348,56.9909755919982
1,10.5803691430466,54.1062735871901
1,50.7009396855688,50.0682791393956
1,58.3356268835914,49.3288629829983
1,52.6191219834177,59.891501384495
1,2.27241012966157,51.8901428870884
1,50.4558783516947,55.2811313903807
1,50.6780407865465,48.5653800898662
1,50.0752965000822,50.6607804475811
1,48.2525773001971,47.7807385419961
1,51.1025822393465,50.3224140181617
1,12.9819228453965,66.268588334975
1,58.9781599945523,50.6200222685757
1,16.2346518580425,52.3105413407581
1,2.85608508038727,53.8943714962247
1,10.8496184059186,57.9211785821102
1,10.6442301197998,58.2353294182185
1,11.4690425392807,56.7520942397415
1,6.50630675463807,59.1481015623881
1,50.9478134286594,57.379904085053
1,12.3823374499465,18.2913277934525
1,57.0954522557389,52.045301935277
1,4.34181126846256,7.75663313963585
1,53.4882884598783,56.2050430740434
1,5.93056720502573,64.8003143399085
1,8.41146274576606,53.4326409170332
1,50.653550928976,48.5811513113705
1,50.0660351660356,52.0878708291318
1,49.8765434369304,50.1002154754013
1,11.5709182536522,56.7900556908969
