segLength,misfit_KS_deg,misfit_NW_deg
1,16.0549345378998,12.7694019774155
1,50.5379493208491,58.3820719049015
1,43.4338401791063,48.9380973376338
1,57.0114389566395,54.434879223405
1,11.2065165653944,61.4160148667137
1,51.5682491719519,55.8034668487953
1,41.1088049297218,46.4933401553805
1,48.1028734877206,61.7480197773137
1,44.7910019042424,15.2485939850885
1,48.4583180730008,59.9077424856054
1,27.3911434652021,54.7015569446453
1,54.074304620897,58.0405127478201
1,52.2177642636889,46.9160439165694
1,44.6971633973376,64.1890843903603
1,51.5597825001477,3.23922546018255
1,13.0864764719308,62.5300961323625
1,52.6550932832143,49.9442777634798
1,51.5166899728112,10.5651885937137
1,53.5274068177742,56.1245008212382
1,52.185586667445,57.4558621183331
1,50.0226372158764,57.9542039254535
1,28.1190246697737,58.8372279353807
1,52.2984597040963,47.222860503751
1,51.9965240272314,46.6567596430316
1,51.5991245898746,46.5270981895807
1,56.4738711958942,54.4290940802282
1,47.6975743630328,54.27977412452
1,53.3454412915334,56.3278977914403
1,53.5775307913289,56.0551232571196
1,52.8942854836346,56.7231875384211
1,52.2524607638357,57.3897459098562
1,50.2369676114441,58.1568026844077
1,52.6020382255145,46.8751156066713
1,52.2060295110225,46.3231643420589
1,44.2157799395911,64.002779285103
1,51.6784959310626,51.9696671485537
1,43.8650892388818,38.2071487480894
1,51.6037098009761,58.7413856136291
1,53.0713948527077,11.4976532629672
1,51.339606972097,49.4536113896484
1,45.3473779358148,15.170003612531
1,48.1326741603118,59.4689618587793
1,28.3928204288769,26.5021404774147
1,50.9263462688835,46.500929105394
1,43.382849323488,30.5388780896737
1,53.1402683020501,11.5028080388915
1,44.7652802938171,15.1367954125244
1,48.226638371917,49.0428884820906
1,56.2282449363485,54.5050900853639
1,47.2622355993699,54.8029566531263
1,16.7429271074783,13.4841764724331
1,52.9486280370429,49.6134287049536
1,49.0821210021564,50.02778604011
1,43.8398511519607,49.0603910370356
1,51.6037098009761,58.7413856136291
1,43.6901728422111,48.9716855595904
1,15.6305804934172,59.2117111510645
1,40.3195988818992,32.7723656106465
1,50.6003009082658,46.5502821468515
1,28.4491687363386,26.5388725100847
1,52.3477138640932,50.3977009482921
1,51.0487012308993,46.3777013296404
1,42.5567724979311,62.4239342336655
1,44.3790844676899,15.6231339074188
1,16.7429271074783,13.484176472433
1,51.0191377255589,55.7469863806234
