segLength,misfit_KS_deg,misfit_NW_deg
1,51.6652291227391,61.2952617097152
1,40.2627253584192,59.6145857854045
1,48.9358608326773,47.3689098693629
1,48.8151728575351,60.6506408980908
1,54.6730606620201,53.2967606218906
1,49.2395871811027,47.3849325583702
1,48.7985631866305,60.7313894369622
1,49.5884504100733,9.72312862172915
1,40.2627253584192,59.6145857854045
1,50.5833643915229,9.90668319064961
1,48.7698188952033,60.8302465421597
1,49.9991128397891,6.58374935340361
1,40.4699783216261,59.5913653222353
1,49.9991128397891,6.58374935340361
1,52.0400714769617,60.9408299974676
1,48.7799675473238,6.44994712638265
1,52.6855789186125,61.0577840583067
1,52.4410433023435,61.310002067719
1,49.4215968640564,60.6556540773402
1,48.7799675473238,6.4499471263822
1,54.6730606620201,53.2967606218906
1,48.8084374917445,6.46142156048015
1,12.2690694548014,68.1051290145726
1,11.3168086869515,55.5359506722967
1,48.7141607261813,55.6171867886152
1,48.8084374917445,6.46142156048015
1,10.4628394057232,55.81972671682
1,48.7141607261813,55.6171867886152
1,12.2256288074141,67.9988038673699
1,50.8915661290577,11.0909895863013
1,48.7549504532369,6.35202436335291
1,10.4935286481522,66.9852519526921
1,54.0064380588033,60.6057748491687
1,50.6137376189346,8.56792383395502
1,45.8009627038007,37.0105478613317
1,50.4746056856649,11.5836936408522
1,12.4080851287279,15.2062257883268
1,38.0765370475317,62.2400036558029
1,51.3526611308317,67.5619106470987
1,50.4746056856649,11.5836936408522
1,48.7141607261813,55.6171867886152
1,38.527191882523,60.7891915299802
1,45.43001087367,36.2393336430882
1,33.6109063553215,32.3807537513354
1,50.8331382965469,11.1685845938844
1,18.4191987613077,52.3543420293255
1,49.019028063163,6.25260147277497
1,10.4935286481525,66.9852519526921
1,49.3466972910757,55.5699660312091
1,49.0063610076345,56.0242323087024
1,54.0064380588033,60.6057748491687
1,50.6137376189346,8.56792383395485
1,46.6033544914357,37.5826970422015
1,33.6109063553215,32.3807537513354
1,12.3172411103898,67.9876623642602
1,54.0064380588033,60.6057748491687
1,53.981195284709,60.2842875603921
1,47.2281739551214,44.44184142303
1,46.2134930377947,45.4372411362896
1,49.187054816508,6.12390252546744
1,49.3135164599944,56.24018802069
1,50.5006241179255,51.9347724265605
1,49.7980844142157,9.04961805564104
1,51.0178808435983,8.09904493308155
1,50.5108043732628,8.10898875083373
1,50.9135530502642,11.0250552982371
1,19.026709905761,52.3496771231571
1,46.2134930377947,45.4372411362896
1,10.4935286481525,66.9852519526921
1,50.1351452630883,8.29673949174409
1,53.6307732988103,60.8454153017282
1,50.3974589646554,9.14376983126335
1,50.6875394346188,7.76776808322716
1,46.0863704853851,37.5147837837639
1,50.5881743174511,11.3499009114573
1,18.6024251536352,16.5562744588829
1,50.580070142984,64.8808598878018
1,10.5989215993891,5.34961307873416
1,49.6599450610967,5.58557569101934
1,11.5884969324451,54.7519618376396
1,12.3172411103898,67.9876623642602
1,11.8910367944524,68.0309352787725
1,54.0064380588033,60.6057748491687
1,53.8785044273668,59.611435102145
1,27.8201123441397,39.4178012424259
1,33.6109063553215,32.3807537513354
1,50.3173790787232,64.6337762725091
1,10.5989215993891,5.34961307873416
1,49.5237406136451,5.69889117189672
1,49.5124247321704,6.15031153034267
1,12.2770273511816,67.527099635598
1,54.0064380588033,60.6057748491687
1,54.5594067708575,20.3308208739243
1,53.8785044273668,59.6114351021451
1,53.4708529477519,59.6366143431494
1,12.2441691082315,64.0282048218826
1,27.8201123441397,39.4178012424259
1,50.9171424389095,11.1804103071083
1,12.7416498710387,16.0162618597964
1,49.5237406136451,5.69889117189672
1,50.529224527982,50.4296586393347
1,49.4021342284246,55.9728226062537
1,53.3111736220461,60.8552093770534
1,53.4708529477519,59.6366143431494
1,53.7211213154485,60.0846966907248
1,50.8415960320683,11.24348249305
1,13.1536767438487,58.3758667143053
1,50.1242988676175,51.2930462167351
1,50.7002168276995,51.0842662284414
1,11.7016775256554,68.0051344957067
1,49.2043576689916,56.1581744488898
1,55.1576966403654,59.8078485451538
1,12.2441691082317,64.0282048218826
1,27.0206849006121,38.9988438638287
1,18.5653125430842,55.7400501379595
1,17.1036192081811,54.6724118260483
1,50.7892967665117,8.88004556366514
1,47.8213395020776,55.9055305756439
1,52.0193346696209,52.3067574640353
1,48.5224399055041,8.72694917604914
1,55.0539521964604,52.3840912946099
1,50.7263770673169,8.41648537217215
1,47.8213395020776,55.9055305756439
1,49.3102722936833,9.0471873074169
1,48.9409921495807,8.66360737088942
1,12.3605848811104,64.0397731763016
1,50.8415960320683,11.24348249305
1,18.0521410207563,16.706686782038
1,50.4048505951373,64.6843607071482
1,12.2890363569855,68.1441188199657
1,48.4148967872486,8.89238363912611
1,18.5653125430842,55.7400501379595
1,55.0539521964604,52.3840912946099
1,12.3605848811104,64.0397731763016
1,16.6573017051395,54.3033046460849
1,51.4748254263178,8.66555257666563
1,47.8213395020776,55.9055305756439
1,13.3513070334155,58.3884007030437
1,50.8415960320683,11.24348249305
1,18.0208912695527,16.7502938869669
1,50.3294458047443,64.1503050095661
1,12.0069256184543,7.01458872345779
