segLength,misfit_KS_deg,misfit_NW_deg
1,14.1147494346763,9.52116691809163
1,48.1692216234047,62.0902102701263
1,41.6173430276161,41.9123104244436
1,44.5811069689677,35.545498166691
1,41.8252227739949,41.5371646502583
1,42.5385125338598,42.6397879699089
1,13.9180536577744,9.569517571582
1,48.1220458335615,61.8903178131472
1,43.4163418562902,50.1555657249833
1,42.6536857763099,41.6206811153307
1,42.1146639717117,41.0914420663703
1,44.5811069689677,35.545498166691
1,42.0205448167813,42.2296132483606
1,44.5811069689677,35.545498166691
1,14.4234526749553,62.723206096575
1,11.652383351933,19.8991781326972
1,42.8126037537285,42.1369215779421
1,44.6042622874481,35.8347856025044
1,11.2490253169596,19.9357569152101
1,45.5228776634429,52.1644433510313
1,44.4932678972148,43.1119805240763
1,44.7393287529988,51.2068753739125
1,42.8527970243153,42.3429618613947
1,44.8669868856966,35.0269912569102
1,45.3347556935704,36.1550432152338
1,14.4234526749553,62.723206096575
1,44.5568859166951,43.0643307765013
1,44.9041752128897,34.7854151717395
1,14.4234526749553,62.723206096575
1,8.64438181868057,10.2381517152974
1,44.891288497352,43.1986109799598
1,44.891288497352,43.1986109799598
1,19.4094348339612,66.1675690783579
1,16.6699189707424,61.9283655804959
1,17.1072582549446,61.9753471789976
1,45.571478813402,34.5422668553046
1,17.668879344806,62.5463885257024
1,46.1655968576234,51.1867371263941
1,44.891288497352,43.1986109799598
1,44.6227007666068,43.2737769978394
1,19.7211850708459,65.1749982740788
1,46.0863090741096,35.110061901559
1,45.0125976470095,35.0223134976771
1,16.6699189707424,61.9283655804959
1,17.3362006331751,61.6339539523908
1,8.64438181868057,10.2381517152974
1,44.640562122241,42.174919186266
1,19.9940340166401,65.7955893470094
1,18.3686285943308,58.0337587923068
1,7.98580887516488,59.8012040249301
1,44.7655077362327,43.6040441016035
1,44.8260798143784,43.1813691337326
1,44.8326275929097,42.9847986436603
1,45.8029041501227,52.6072310177315
1,44.2900823671524,43.5167506842365
1,44.8326275929097,42.9847986436603
1,45.3671114921305,43.026910399041
1,44.8049481403503,35.2247314838271
1,52.3663443903626,58.9266938791155
1,43.1373309997557,51.7832059648757
1,44.8049481403503,35.2247314838271
1,44.9290938470172,50.9964355157299
1,43.452246063925,50.8504112979238
1,45.328076558437,34.6621409885309
1,42.2469106096309,49.7921245653987
1,44.1151781843628,43.6387934670218
1,44.9290938470172,50.9964355157299
1,42.0506560646915,50.1665651637471
1,43.5834645890291,50.8724507291592
1,44.0987355401337,36.8161050916847
1,45.328076558437,34.6621409885309
1,44.4364272563663,35.0907119156726
1,44.6205380404041,26.6567340400136
1,39.8563109509643,38.8168745567478
1,44.0110814761419,36.6863178637586
1,44.1192504810194,27.2067255638151
1,41.5596241991169,42.7373094517111
1,44.1192504810194,27.2067255638151
1,44.1192504810194,27.2067255638151
1,42.2663596313733,42.6913967372076
1,41.5596241991169,42.7373094517111
1,41.5596241991169,42.7373094517111
1,42.1462146254939,43.7292461140197
1,44.2153724813634,52.9103605501881
